,0,1,2,3,4,5,6,7,8,9,10,11,12,13
182071,chr17,74994101,74994601,+,0,,Intergenic,-90374,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182072,chr17,74994687,74995187,+,0,,Intergenic,-89788,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182073,chr17,75032274,75032774,+,0,,Intergenic,-52201,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182074,chr17,75032959,75033459,+,0,,Intergenic,-51516,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182075,chr17,75052257,75052757,+,0,,Intergenic,-32218,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182076,chr17,75062826,75063326,+,0,,Intergenic,-21649,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182077,chr17,75066565,75067065,+,0,,Intergenic,-17910,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182078,chr17,75067453,75067953,+,0,,Intergenic,-17022,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182079,chr17,75068719,75069219,+,0,,Intergenic,-15756,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182080,chr17,75075005,75075505,+,0,,Intergenic,-9470,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182081,chr17,75079641,75080141,+,0,,Intergenic,-4834,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182082,chr17,75080685,75081185,+,0,,Intergenic,-3790,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182083,chr17,75081904,75082404,+,0,,Intergenic,-2571,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182084,chr17,75082547,75083047,+,0,,Intergenic,-1928,NM_001204408,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182093,chr17,75117120,75117620,+,0,,"intron,(NM_001204410,,intron,2,of,17)",-19635,NM_001039573,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182094,chr17,75117868,75118368,+,0,,"intron,(NM_001204410,,intron,2,of,17)",-18887,NM_001039573,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182095,chr17,75118556,75119056,+,0,,"intron,(NM_001204410,,intron,2,of,17)",-18199,NM_001039573,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182096,chr17,75120266,75120766,+,0,,"intron,(NM_001204410,,intron,2,of,17)",-16489,NM_001039573,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182097,chr17,75123963,75124463,+,0,,"intron,(NM_001204410,,intron,2,of,17)",-12792,NM_001039573,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182098,chr17,75131255,75131755,+,0,,"intron,(NM_001204410,,intron,2,of,17)",-5500,NM_001039573,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182099,chr17,75133911,75134411,+,0,,"intron,(NM_001204410,,intron,2,of,17)",-2844,NM_001039573,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182100,chr17,75136333,75136833,+,0,,"promoter-TSS,(NM_001143999)",-422,NM_001039573,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182101,chr17,75136914,75137414,+,0,,"5',UTR,(NM_001143999,,exon,1,of,17)",159,NM_003003,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182102,chr17,75137426,75137926,+,0,,"intron,(NM_001143999,,intron,1,of,16)",671,NM_003003,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182103,chr17,75139340,75139840,+,0,,"intron,(NM_001039573,,intron,2,of,17)",2585,NM_003003,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182104,chr17,75140312,75140812,+,0,,"intron,(NM_001039573,,intron,3,of,17)",3557,NM_003003,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182105,chr17,75141282,75141782,+,0,,"intron,(NM_001039573,,intron,3,of,17)",4527,NM_003003,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182106,chr17,75141793,75142293,+,0,,"intron,(NM_001039573,,intron,3,of,17)",5038,NM_003003,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182107,chr17,75143424,75143924,+,0,,"intron,(NM_001039573,,intron,3,of,17)",6669,NM_003003,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182108,chr17,75160656,75161156,+,0,,"intron,(NM_001039573,,intron,3,of,17)",-20389,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182109,chr17,75161701,75162201,+,0,,"intron,(NM_001039573,,intron,3,of,17)",-19344,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182110,chr17,75182154,75182654,+,0,,"intron,(NM_001144001,,intron,1,of,14)",1109,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182111,chr17,75184127,75184627,+,0,,"intron,(NM_001144001,,intron,1,of,14)",3082,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182112,chr17,75185099,75185599,+,0,,"intron,(NM_001144001,,intron,1,of,14)",4054,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182113,chr17,75186583,75187083,+,0,,"intron,(NM_001144001,,intron,1,of,14)",5538,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182114,chr17,75201730,75202230,+,0,,"intron,(NM_001039573,,intron,11,of,17)",20685,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182115,chr17,75202573,75203073,+,0,,"exon,(NM_001144001,,exon,11,of,15)",21528,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182116,chr17,75206201,75206701,+,0,,"intron,(NM_001039573,,intron,14,of,17)",25156,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182117,chr17,75208472,75208972,+,0,,"intron,(NM_001039573,,intron,15,of,17)",27427,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182118,chr17,75210719,75211219,+,0,,"3',UTR,(NM_001144001,,exon,15,of,15)",29674,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182119,chr17,75216963,75217463,+,0,,Intergenic,35918,NM_001144001,6397,Hs.464184,NM_003003,SEC14L1,"SEC14-like,1,(S.,cerevisiae)"
182557,chr17,76670816,76671316,+,0,,"3',UTR,(NM_017456,,exon,13,of,13)",42048,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182558,chr17,76673244,76673744,+,0,,"intron,(NM_001292019,,intron,12,of,12)",39620,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182559,chr17,76685112,76685612,+,0,,"intron,(NM_001292019,,intron,10,of,12)",27752,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182560,chr17,76693811,76694311,+,0,,"intron,(NM_001292019,,intron,9,of,12)",19053,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182561,chr17,76702254,76702754,+,0,,"intron,(NM_001292019,,intron,3,of,12)",10610,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182562,chr17,76704528,76705028,+,0,,"intron,(NM_001292019,,intron,2,of,12)",8336,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182563,chr17,76705079,76705579,+,0,,"intron,(NM_001292019,,intron,2,of,12)",7785,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182564,chr17,76706513,76707013,+,0,,"intron,(NM_004762,,intron,1,of,12)",6351,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182565,chr17,76710526,76711026,+,0,,"intron,(NM_004762,,intron,1,of,12)",2338,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182566,chr17,76711393,76711893,+,0,,"intron,(NM_004762,,intron,1,of,12)",1471,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182567,chr17,76712273,76712773,+,0,,"intron,(NM_004762,,intron,1,of,12)",591,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182568,chr17,76712911,76713411,+,0,,"promoter-TSS,(NM_001292019)",-47,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182569,chr17,76714213,76714713,+,0,,"intron,(NM_004762,,intron,1,of,12)",-1349,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182570,chr17,76714766,76715266,+,0,,"intron,(NM_004762,,intron,1,of,12)",-1902,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182571,chr17,76715719,76716219,+,0,,"intron,(NM_004762,,intron,1,of,12)",-2855,NM_001292019,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182572,chr17,76718298,76718798,+,0,,"intron,(NM_004762,,intron,1,of,12)",1284,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182573,chr17,76718886,76719386,+,0,,"intron,(NM_004762,,intron,1,of,12)",696,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182574,chr17,76721558,76722058,+,0,,"intron,(NM_004762,,intron,1,of,12)",-1976,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182575,chr17,76726482,76726982,+,0,,"intron,(NM_004762,,intron,1,of,12)",-6900,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182576,chr17,76730764,76731264,+,0,,"intron,(NM_004762,,intron,1,of,12)",-11182,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182577,chr17,76732001,76732501,+,0,,"intron,(NM_004762,,intron,1,of,12)",-12419,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182578,chr17,76732746,76733246,+,0,,"intron,(NM_004762,,intron,1,of,12)",-13164,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182579,chr17,76733299,76733799,+,0,,"intron,(NM_004762,,intron,1,of,12)",-13717,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182580,chr17,76734477,76734977,+,0,,"intron,(NM_004762,,intron,1,of,12)",-14895,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182581,chr17,76735497,76735997,+,0,,"intron,(NM_004762,,intron,1,of,12)",-15915,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182582,chr17,76738260,76738760,+,0,,"intron,(NM_004762,,intron,1,of,12)",-18678,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182583,chr17,76741290,76741790,+,0,,"intron,(NM_004762,,intron,1,of,12)",-21708,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182584,chr17,76742287,76742787,+,0,,"intron,(NM_004762,,intron,1,of,12)",-22705,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182585,chr17,76743684,76744184,+,0,,"intron,(NM_004762,,intron,1,of,12)",-24102,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182586,chr17,76744760,76745260,+,0,,"intron,(NM_004762,,intron,1,of,12)",-25178,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182587,chr17,76747755,76748255,+,0,,"intron,(NM_004762,,intron,1,of,12)",-28173,NM_001292018,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182588,chr17,76749926,76750426,+,0,,"intron,(NM_004762,,intron,1,of,12)",28248,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182589,chr17,76753790,76754290,+,0,,"intron,(NM_004762,,intron,1,of,12)",24384,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182590,chr17,76755313,76755813,+,0,,"intron,(NM_004762,,intron,1,of,12)",22861,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182591,chr17,76755923,76756423,+,0,,"intron,(NM_004762,,intron,1,of,12)",22251,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182592,chr17,76762781,76763281,+,0,,"intron,(NM_004762,,intron,1,of,12)",15393,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182593,chr17,76765129,76765629,+,0,,"intron,(NM_004762,,intron,1,of,12)",13045,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182594,chr17,76767815,76768315,+,0,,"intron,(NM_004762,,intron,1,of,12)",10359,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182595,chr17,76768320,76768820,+,0,,"intron,(NM_004762,,intron,1,of,12)",9854,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182596,chr17,76770403,76770903,+,0,,"intron,(NM_004762,,intron,1,of,12)",7771,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182597,chr17,76770987,76771487,+,0,,"intron,(NM_004762,,intron,1,of,12)",7187,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182598,chr17,76771892,76772392,+,0,,"intron,(NM_004762,,intron,1,of,12)",6282,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182599,chr17,76773971,76774471,+,0,,"intron,(NM_004762,,intron,1,of,12)",4203,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182600,chr17,76774917,76775417,+,0,,"intron,(NM_004762,,intron,1,of,12)",3257,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182601,chr17,76775778,76776278,+,0,,"intron,(NM_004762,,intron,1,of,12)",2396,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182602,chr17,76776662,76777162,+,0,,"intron,(NM_004762,,intron,1,of,12)",1512,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182603,chr17,76777347,76777847,+,0,,"intron,(NM_004762,,intron,1,of,12)",827,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182604,chr17,76778050,76778550,+,0,,"exon,(NM_017456,,exon,1,of,13)",124,NM_017456,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182605,chr17,76779007,76779507,+,0,,"promoter-TSS,(NM_017456)",-833,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182606,chr17,76779793,76780293,+,0,,Intergenic,-1619,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182607,chr17,76780578,76781078,+,0,,Intergenic,-2404,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182608,chr17,76781283,76781783,+,0,,Intergenic,-3109,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182609,chr17,76785550,76786050,+,0,,Intergenic,-7376,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182610,chr17,76788283,76788783,+,0,,Intergenic,-10109,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182611,chr17,76789510,76790010,+,0,,Intergenic,-11336,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182612,chr17,76790245,76790745,+,0,,Intergenic,-12071,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182613,chr17,76791080,76791580,+,0,,Intergenic,-12906,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182614,chr17,76791999,76792499,+,0,,"TTS,(NM_025090)",-13825,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182615,chr17,76793326,76793826,+,0,,"3',UTR,(NM_025090,,exon,20,of,20)",-15152,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182616,chr17,76795089,76795589,+,0,,"intron,(NM_025090,,intron,18,of,19)",-16915,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182617,chr17,76796608,76797108,+,0,,"intron,(NM_025090,,intron,17,of,19)",-18434,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182618,chr17,76798624,76799124,+,0,,"intron,(NM_025090,,intron,16,of,19)",-20450,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182619,chr17,76799135,76799635,+,0,,"intron,(NM_025090,,intron,16,of,19)",-20961,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182620,chr17,76801308,76801808,+,0,,"intron,(NM_025090,,intron,15,of,19)",-23134,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182621,chr17,76802522,76803022,+,0,,"intron,(NM_025090,,intron,14,of,19)",-24348,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
182622,chr17,76806170,76806670,+,0,,"intron,(NM_025090,,intron,13,of,19)",-27996,NM_004762,9267,Hs.191215,NM_004762,CYTH1,"cytohesin,1"
183256,chr17,79449010,79449510,+,0,,Intergenic,30632,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183257,chr17,79449637,79450137,+,0,,Intergenic,30005,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183258,chr17,79450162,79450662,+,0,,Intergenic,29480,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183259,chr17,79451153,79451653,+,0,,Intergenic,28489,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183260,chr17,79453184,79453684,+,0,,Intergenic,26458,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183261,chr17,79454808,79455308,+,0,,Intergenic,24834,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183262,chr17,79455409,79455909,+,0,,Intergenic,24233,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183263,chr17,79456623,79457123,+,0,,Intergenic,23019,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183264,chr17,79457141,79457641,+,0,,Intergenic,22501,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183265,chr17,79458163,79458663,+,0,,Intergenic,21479,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183266,chr17,79460037,79460537,+,0,,Intergenic,19605,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183267,chr17,79469599,79470099,+,0,,Intergenic,10043,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183268,chr17,79473548,79474048,+,0,,Intergenic,6094,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183269,chr17,79474122,79474622,+,0,,Intergenic,5520,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183270,chr17,79474956,79475456,+,0,,Intergenic,4686,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183271,chr17,79475570,79476070,+,0,,Intergenic,4072,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183272,chr17,79476222,79476722,+,0,,"TTS,(NM_001614)",3420,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183273,chr17,79476805,79477305,+,0,,"TTS,(NM_001614)",2837,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183274,chr17,79477798,79478298,+,0,,"exon,(NM_001614,,exon,5,of,6)",1844,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183275,chr17,79478317,79478817,+,0,,"exon,(NM_001614,,exon,4,of,6)",1325,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183276,chr17,79478964,79479464,+,0,,"intron,(NM_001199954,,intron,2,of,5)",678,NR_037688,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183277,chr17,79479655,79480155,+,0,,"promoter-TSS,(NM_001614)",-13,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183278,chr17,79480196,79480696,+,0,,"promoter-TSS,(NM_001614)",-554,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183279,chr17,79480988,79481488,+,0,,Intergenic,-1346,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183280,chr17,79481660,79482160,+,0,,Intergenic,-2018,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183281,chr17,79482351,79482851,+,0,,Intergenic,-2709,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183282,chr17,79483369,79483869,+,0,,Intergenic,-3727,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183283,chr17,79484271,79484771,+,0,,Intergenic,-4629,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183284,chr17,79485047,79485547,+,0,,Intergenic,-5405,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183285,chr17,79485758,79486258,+,0,,Intergenic,-6116,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
183286,chr17,79486310,79486810,+,0,,Intergenic,-6668,NM_001199954,71,Hs.514581,NM_001614,ACTG1,"actin,,gamma,1"
184031,chr18,644323,644823,+,0,,"intron,(NM_199167,,intron,7,of,8)",-13031,NM_001071,7298,Hs.369762,NM_001071,TYMS,"thymidylate,synthetase"
184032,chr18,647341,647841,+,0,,"intron,(NM_199167,,intron,8,of,8)",-10013,NM_001071,7298,Hs.369762,NM_001071,TYMS,"thymidylate,synthetase"
184033,chr18,649332,649832,+,0,,"TTS,(NM_001012716)",-8022,NM_001071,7298,Hs.369762,NM_001071,TYMS,"thymidylate,synthetase"
184034,chr18,650323,650823,+,0,,"TTS,(NM_014410)",-7031,NM_001071,7298,Hs.369762,NM_001071,TYMS,"thymidylate,synthetase"
184035,chr18,654548,655048,+,0,,"intron,(NM_001012716,,intron,1,of,1)",-2806,NM_001071,7298,Hs.369762,NM_001071,TYMS,"thymidylate,synthetase"
184036,chr18,655715,656215,+,0,,"intron,(NM_001012716,,intron,1,of,1)",-1639,NM_001071,7298,Hs.369762,NM_001071,TYMS,"thymidylate,synthetase"
184037,chr18,657136,657636,+,0,,"promoter-TSS,(NM_001071)",-218,NM_001071,7298,Hs.369762,NM_001071,TYMS,"thymidylate,synthetase"
185324,chr18,9136958,9137458,+,0,,"promoter-TSS,(NM_001204056)",-353,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185325,chr18,9137490,9137990,+,0,,"5',UTR,(NM_001204056,,exon,1,of,12)",179,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185326,chr18,9138211,9138711,+,0,,"intron,(NM_001204056,,intron,1,of,11)",900,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185327,chr18,9139657,9140157,+,0,,"intron,(NM_001204056,,intron,1,of,11)",2346,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185328,chr18,9140344,9140844,+,0,,"intron,(NM_001204056,,intron,1,of,11)",3033,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185329,chr18,9143739,9144239,+,0,,"intron,(NM_001204056,,intron,1,of,11)",6428,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185330,chr18,9145218,9145718,+,0,,"intron,(NM_001204056,,intron,1,of,11)",7907,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185331,chr18,9146313,9146813,+,0,,"intron,(NM_001204056,,intron,1,of,11)",9002,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185332,chr18,9147477,9147977,+,0,,"intron,(NM_001204056,,intron,1,of,11)",10166,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185333,chr18,9148770,9149270,+,0,,"intron,(NM_001204056,,intron,1,of,11)",11459,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185334,chr18,9150096,9150596,+,0,,"intron,(NM_001204056,,intron,1,of,11)",12785,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185335,chr18,9153139,9153639,+,0,,"intron,(NM_001204056,,intron,1,of,11)",15828,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185336,chr18,9156694,9157194,+,0,,"intron,(NM_001204056,,intron,1,of,11)",19383,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185337,chr18,9158024,9158524,+,0,,"intron,(NM_001204056,,intron,1,of,11)",20713,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185338,chr18,9158750,9159250,+,0,,"intron,(NM_001204056,,intron,1,of,11)",21439,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185339,chr18,9159949,9160449,+,0,,"intron,(NM_001204056,,intron,1,of,11)",22638,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185340,chr18,9172413,9172913,+,0,,"intron,(NM_001204056,,intron,1,of,11)",35102,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185341,chr18,9173632,9174132,+,0,,"intron,(NM_001204056,,intron,1,of,11)",36321,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185342,chr18,9174282,9174782,+,0,,"intron,(NM_001204056,,intron,1,of,11)",36971,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185343,chr18,9176938,9177438,+,0,,"intron,(NM_001204056,,intron,1,of,11)",39627,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
185344,chr18,9184921,9185421,+,0,,"intron,(NM_001083625,,intron,2,of,11)",47610,NM_001204056,23253,Hs.464585,NM_015208,ANKRD12,"ankyrin,repeat,domain,12"
